Ten_mon,Anh,Video,URL,Nguyen_lieu,Cach_lam
Sandwich nướng thịt băm,https://monngonmoingay.com/wp-content/smush-webp/2015/08/IMG-0191-sandwich-nuong-thit-bam.png.webp,https://www.youtube.com/watch?v=LE0eCBcv04M,https://monngonmoingay.com/sandwich-nuong-thit-bam/,"Bánh mì sandwich 4lát.
Thịt băm 50g.
Khoai lang 100g.
Húng quế 2cây.
Hành tây 1/ 4củ.
Đậu phộng rang 2M.
Hành tím băm 1M.","🔹 Sơ chế:
- Thịt băm ướp với 1 ít hạt nêm Aji-ngon®, 1M hành tím băm, để thấm.Khoai lang gọt vỏ, cắt miếng nhỏ, cho vào lò vi ba 7 phút để luộc chín, tán nhuyễn.
- Hành tây băm nhỏ.
- Rau húng quế cắt nhỏ.Phi thơm hành tây, cho thịt băm vào xào chín, trút ra để nguội.
- Thịt băm ướp với 1 ít hạt nêm Aji-ngon®, 1M hành tím băm, để thấm.
- Khoai lang gọt vỏ, cắt miếng nhỏ, cho vào lò vi ba 7 phút để luộc chín, tán nhuyễn.
- Rau húng quế cắt nhỏ.
- Phi thơm hành tây, cho thịt băm vào xào chín, trút ra để nguội.

🔹 Thực hiện:
- Trộn đều khoai lang, thịt băm với húng quế và 2M xốt Mayonnaise Aji-Mayo®, cho thêm đậu phộng rang.Sandwich nướng cho cứng, phết hỗn hợp thịt trộn lên, cho thêm xốt Mayonnaise lên trên, cho vào lò nướng vàng.
- Trộn đều khoai lang, thịt băm với húng quế và 2M xốt Mayonnaise Aji-Mayo®, cho thêm đậu phộng rang.
- Sandwich nướng cho cứng, phết hỗn hợp thịt trộn lên, cho thêm xốt Mayonnaise lên trên, cho vào lò nướng vàng.

🔹 Cách dùng:
- Lấy sandwich nướng ra khỏi lò, cắt thành miếng nhỏ, dùng nóng."
Bắp bò ngâm giấm,https://monngonmoingay.com/wp-content/smush-webp/2015/08/11.bapbongamgiam1.png.webp,https://www.youtube.com/watch?v=vsyV-M00N74,https://monngonmoingay.com/bap-bo-ngam-giam/,"Bắp bò 1kg.
Đường phèn 300g.
Gừng 1củ.
Hành tím 2củ.
Dừa 1trái.
Tỏi 3tép.
Ớt hiểm.
Muối, đinh hương, quế chi.","🔹 Sơ chế:
- Rang thơm quế chi, đinh hương.
- Gừng, hành tím đập dập, nướng áp chảo.
- Đường phèn băm nhỏ.Bắp bò rửa sạch, lạng bớt gân, mỡ thừa, luộc với nước dừa có nêm thêm 1m hạt nêm Aji-ngon® trong khoảng 1 tiếng, rồi bỏ tỏi, quế chi, gừng và hành tím vào.
- Khi bắp bò mềm vớt ra ngâm ngay vào nước lạnh cho thật nguội.
- Đường phèn băm nhỏ.
- Bắp bò rửa sạch, lạng bớt gân, mỡ thừa, luộc với nước dừa có nêm thêm 1m hạt nêm Aji-ngon® trong khoảng 1 tiếng, rồi bỏ tỏi, quế chi, gừng và hành tím vào.

🔹 Thực hiện:
- Nấu sôi hỗn hợp gồm 300ml Giấm gạo lên men LISA®, 300g đường phèn, 1m muối đến khi đường tan hết, tắt bếp để nguội.Xếp bắp bò, ớt hiểm và tỏi vào keo, đổ nước giấm đường vào, ngâm khoảng 3 ngày là dùng được.
- Nấu sôi hỗn hợp gồm 300ml Giấm gạo lên men LISA®, 300g đường phèn, 1m muối đến khi đường tan hết, tắt bếp để nguội.
- Xếp bắp bò, ớt hiểm và tỏi vào keo, đổ nước giấm đường vào, ngâm khoảng 3 ngày là dùng được.

🔹 Cách dùng:
- Cắt bắp bò thành lát mỏng, xếp ra dĩa, ăn kèm bánh tráng, bún, rau sống và chấm với nước mắm chua ngọt."
Tôm càng uyên ương,https://monngonmoingay.com/wp-content/smush-webp/2015/08/12_CQC4343_TomCangUyenUong.png.webp,https://www.youtube.com/watch?v=43EmBzdcfAs,https://monngonmoingay.com/tom-cang-uyen-uong/,"Tôm càng 2con (300g).
Lòng đỏ trứng 5cái.
Bơ 50g.
Cơm trắng 400g.
Cà chua cắt hạt lựu (chín đỏ) 2quả.
Tỏi, đập dập (tỏi nhỏ tép) 10tép.
Hành lá cắt nhỏ 1/2 chén nhỏ.
Cà chua hộp 1M.
Dầu ăn.","🔹 Sơ chế:
- Tôm càng cắt bỏ phần nhọn ở đầu, để đầu, giữ càng, lột vỏ thân tôm, để đuôi, chẻ lưng.
- Trứng vịt muối luộc chín, gỡ lấy lòng đỏ, tán nhuyễn.

🔹 Thực hiện:
- Chiên cơm: Làm nóng bơ, phi thơm tỏi, cho cà chua vào xào nhanh tay, thêm 1M cà chua hộp vào xào lên màu, cho cơm, nêm vào 1m hạt nêm Aji-ngon®, 1m muối, 1m tiêu, 1m nước tương “Phú Sĩ”, 1/2m đường, cho ½ lượng hành lá vào xào nhanh tay đến khi hạt cơm khô và tơi.Chiên tôm: Làm nóng dầu, cho tôm lăn qua Aji-Quick® Bột Chiên Gà Giòn, rồi cho vào chiên chín vàng, vớt ra, để ráo dầu.
- Tiếp theo, làm nóng dầu, cho trứng vịt muối còn lại vào xào bông, nêm 1/2m muối, 1m hạt nêm Aji-ngon®, lượng hành lá còn lại, cho tôm vào xóc nhanh tay, tắt lửa.
- Chiên cơm: Làm nóng bơ, phi thơm tỏi, cho cà chua vào xào nhanh tay, thêm 1M cà chua hộp vào xào lên màu, cho cơm, nêm vào 1m hạt nêm Aji-ngon®, 1m muối, 1m tiêu, 1m nước tương “Phú Sĩ”, 1/2m đường, cho ½ lượng hành lá vào xào nhanh tay đến khi hạt cơm khô và tơi.
- Chiên tôm: Làm nóng dầu, cho tôm lăn qua Aji-Quick® Bột Chiên Gà Giòn, rồi cho vào chiên chín vàng, vớt ra, để ráo dầu.

🔹 Cách dùng:
- Dùng khuôn ép cơm chiên thành hình trái tim, để tôm lên trên, trang trí cà chua, dưa leo, xà lách, ăn kèm nước tương “Phú Sĩ” và ớt cắt lát."
Bí xanh nhồi sườn hấp,https://monngonmoingay.com/wp-content/smush-webp/2015/08/CQC6613_bi-xanh-nhoi-suon-hap.png.webp,https://www.youtube.com/watch?v=VKwtiO1eWno,https://monngonmoingay.com/bi-xanh-nhoi-suon-hap/,"Bí đao xanh 1trái.
Giò sống 50g.
Sườn non 150g.
Nấm hương cắt sợi 1M.
Hành tím nướng 2củ.
Ớt sừng băm.
Ngò rí.
Gừng cắt sợi.
Bột năng, dầu mè, dầu hào.
Tiêu.","🔹 Sơ chế:
- Bí gọt vỏ, rửa sạch, cắt khoanh dài 3cm.
- Múc bỏ ruột bí.Sườn cắt khúc dài bằng với bí.
- Luộc sườn vừa chín với phần bí thừa trong ít nước có nêm 1m hạt nêm Aji-ngon®, 1/2m bột ngọt AJI-NO-MOTO®, 1/3m tiêu và hành tím nướng đập dập.
- Múc bỏ ruột bí.
- Sườn cắt khúc dài bằng với bí.

🔹 Thực hiện:
- Rắc một ít bột năng khô xung quanh mặt trong khoanh bí.
- Trộn đều nấm hương với giò sống.
- Dùng giò sống bọc xung quanh cục sườn (không bọc 2 đầu), nhồi cục sườn này vào bí cho đầy.
- Đặt bí vào dĩa với ít cọng ngò, gừng sợi đem hấp cách thủy 15 phút từ nước sôi.Làm xốt: Chắt lấy nước hấp bí, thêm nước om sườn, 1m dầu hào, 1/2m bột ngọt AJI-NO-MOTO® rồi đem đun sôi thêm nước bột năng, 1/2m dầu mè và 1m ớt băm rồi khuấy chín, tắt lửa.
- Đặt bí vào dĩa với ít cọng ngò, gừng sợi đem hấp cách thủy 15 phút từ nước sôi.
- Làm xốt: Chắt lấy nước hấp bí, thêm nước om sườn, 1m dầu hào, 1/2m bột ngọt AJI-NO-MOTO® rồi đem đun sôi thêm nước bột năng, 1/2m dầu mè và 1m ớt băm rồi khuấy chín, tắt lửa.

🔹 Cách dùng:
- Cho bí ra dĩa, rưới nước xốt lên trên.
- Dùng với cơm."
Hến chiên trứng,https://monngonmoingay.com/wp-content/smush-webp/2015/08/IMG-0024-hen-chien-trung.png.webp,https://www.youtube.com/watch?v=54FBbo5Al4c,https://monngonmoingay.com/hen-chien-trung/,"Thịt hến 50g.
Trứng gà 3quả.
Hành boarô 1cây.
Sả băm 1M.
Ớt hiểm băm 1trái.
Rau húng lủi.
Ớt sừng cắt sợi.
Tiêu, dầu ăn.","🔹 Sơ chế:
- Hến rửa sạch, để ráo.Hành boarô cắt khoanh 0.5cm.
- Rau húng lủi cắt nhỏ.Trứng gà đánh tan, nêm 1/2m hạt nêm Aji-ngon®, 2M xốt Mayonnaise Aji-Mayo®, ít tiêu, hành boarô và lá húng lủi cắt nhỏ.
- Hến rửa sạch, để ráo.
- Hành boarô cắt khoanh 0.5cm.
- Rau húng lủi cắt nhỏ.
- Trứng gà đánh tan, nêm 1/2m hạt nêm Aji-ngon®, 2M xốt Mayonnaise Aji-Mayo®, ít tiêu, hành boarô và lá húng lủi cắt nhỏ.

🔹 Thực hiện:
- Phi thơm sả băm, ớt băm, cho hến vào xào, nêm 1/3M hạt nêm Aji-ngon®, 1/2M đường, xào hến hơi khô, trút 1/2 lượng hến ra, đổ trứng vào, sau đó cho phần hến còn lại lên trên mặt và chiên nhỏ lửa đến khi trứng chín, tắt bếp.

🔹 Cách dùng:
- Trình bày món ăn ra dĩa, trang trí ớt sừng cắt sợi, dùng nóng với cơm, ăn kèm húng lủi."
Salad mì Ý chua ngọt,https://monngonmoingay.com/wp-content/smush-webp/2015/08/IMG-0148-salad-mi-y-chua-ngot.png.webp,https://www.youtube.com/watch?v=3eNyAjSdTrI,https://monngonmoingay.com/salad-mi-y-chua-ngot/,"Thịt má đùi gà 100g.
Mì Ý số 1 50g.
Bắp cải tím bào mỏng 50g.
Đậu Hà Lan 50g.
Ngò rí băm nhỏ, 1 củ gừng băm nhỏ.
Hạt điều rang giã nhỏ 2M.","🔹 Sơ chế:
- Thịt gà cắt miếng mỏng, ướp 1/3M hạt nêm Aji-ngon, ít tiêu, 1/4M ớt paprika, 1M gừng băm, để thấm.Mì Ý luộc trong nước có ít muối đến khi chín mềm, vớt ra xả nước lạnh, để ráo.Pha xốt: trộn đều 2M xốt Mayonnaise Aji-Mayo®, 2M tương xí muội, 1M ngò rí băm, 1M Giấm gạo lên men LISA®.
- Thịt gà cắt miếng mỏng, ướp 1/3M hạt nêm Aji-ngon, ít tiêu, 1/4M ớt paprika, 1M gừng băm, để thấm.
- Mì Ý luộc trong nước có ít muối đến khi chín mềm, vớt ra xả nước lạnh, để ráo.
- Pha xốt: trộn đều 2M xốt Mayonnaise Aji-Mayo®, 2M tương xí muội, 1M ngò rí băm, 1M Giấm gạo lên men LISA®.

🔹 Thực hiện:
- Phi thơm gừng băm, xào săn thịt gà, cho đậu Hà Lan và 2M nước vào xào chín.Xếp các loại rau ra dĩa, cho mì Ý và thịt gà lên trên, rắc ớt paprika và hạt điều rang lên trên cùng.
- Phi thơm gừng băm, xào săn thịt gà, cho đậu Hà Lan và 2M nước vào xào chín.
- Xếp các loại rau ra dĩa, cho mì Ý và thịt gà lên trên, rắc ớt paprika và hạt điều rang lên trên cùng.

🔹 Cách dùng:
- Dùng kèm xà lách và cà chua."
Cá kho chuối xanh,https://monngonmoingay.com/wp-content/smush-webp/2015/08/IMG-0175-ca-kho-chuoi-xanh.png.webp,https://www.youtube.com/watch?v=48W1sWoWyek,https://monngonmoingay.com/ca-kho-chuoi-xanh/,"Cá cam 300g.
Chuối xanh 3trái.
Thịt ba rọi 100g.
Riềng 2củ.
Trà xanh 5lá.
Nước trà xanh.
Muối, tiêu, đường.","🔹 Sơ chế:
- Cá cam làm sạch, cắt khúc 2cm, ướp với 1,5M hạt nêm Aji-ngon®, 1 ít muối, 1/3M tiêu, 5m đường, 2M nước mắm, 1M hành tím băm, 2 trái ớt hiểm đập dập.Chuối cắt lát xéo dày 1cm, ngâm nước muối loãng để không thâm, chần sơ qua nước sôi.
- Riềng: cắt lát, đầu hành lá đập dập.Thịt ba rọi cắt miếng vuông, ướp 1/2M hạt nêm Aji-ngon®, 1/3M muối, 1/2M nước mắm, 1/4M tiêu, 1M hành tím băm.
- Cá cam làm sạch, cắt khúc 2cm, ướp với 1,5M hạt nêm Aji-ngon®, 1 ít muối, 1/3M tiêu, 5m đường, 2M nước mắm, 1M hành tím băm, 2 trái ớt hiểm đập dập.
- Chuối cắt lát xéo dày 1cm, ngâm nước muối loãng để không thâm, chần sơ qua nước sôi.
- Riềng: cắt lát, đầu hành lá đập dập.
- Thịt ba rọi cắt miếng vuông, ướp 1/2M hạt nêm Aji-ngon®, 1/3M muối, 1/2M nước mắm, 1/4M tiêu, 1M hành tím băm.

🔹 Thực hiện:
- Làm nước màu, cho vào chảo 2M dầu ăn và 2M đường, thắng cho ra màu vàng nhạt, cho cá vào chiên vàng, lấy cá ra, cho thịt ba chỉ vào xào săn.Lót trà xanh xuống đáy nồi, xếp một lớp riềng cắt lát rồi xếp xen kẽ chuối, thịt, cá.
- Cho nước chè xanh vào nồi xấp mặt cá, thêm đầu hành lá.
- Đậy nắp, kho lửa nhỏ đến khi cạn còn 1/3.
- Cho vào 1M xốt Mayonnaise Aji-mayo®, đảo đều, tắt bếp.
- Làm nước màu, cho vào chảo 2M dầu ăn và 2M đường, thắng cho ra màu vàng nhạt, cho cá vào chiên vàng, lấy cá ra, cho thịt ba chỉ vào xào săn.
- Lót trà xanh xuống đáy nồi, xếp một lớp riềng cắt lát rồi xếp xen kẽ chuối, thịt, cá.

🔹 Cách dùng:
- Chomón cá kho ngonra đĩa, rắc tiêu, ăn kèm với xà lách, dưa leo."
Salad cua mì ý,https://monngonmoingay.com/wp-content/smush-webp/2015/08/IMG_8552_SaladCuaVaMiY.png.webp,https://www.youtube.com/watch?v=am220o07G-I,https://monngonmoingay.com/salad-cua-va-mi-y-2/,"Mì Ý 50g.
Thịt cua 100g.
Hành tây 1/ 4củ.
Trứng gà 1quả.
Ngò rí 3 cây Muối, tiêu, kem tươi.","🔹 Sơ chế:
- Mì Ý luộc chín trong nước có 1m dầu ăn để mì không bị dính với nhau, vớt ra ngâm vào nước lạnh, để ráo.Hành tây cắt lát mỏng, ướp với 1m muối, để 10 phút rồi xả sạch, vắt ráo.Trứng gà luộc chín, tách riêng lòng đỏ nghiền nhỏ, lòng trắng cắt hạt lựu.Ngò rí rửa sạch, cắt nhỏ.
- Mì Ý luộc chín trong nước có 1m dầu ăn để mì không bị dính với nhau, vớt ra ngâm vào nước lạnh, để ráo.
- Hành tây cắt lát mỏng, ướp với 1m muối, để 10 phút rồi xả sạch, vắt ráo.
- Trứng gà luộc chín, tách riêng lòng đỏ nghiền nhỏ, lòng trắng cắt hạt lựu.
- Ngò rí rửa sạch, cắt nhỏ.

🔹 Thực hiện:
- Pha xốt: trộn đều 2M xốt Mayonnaise Aji-Mayo® với 1M kem tươi và 1/4m tiêu, 1/4m muối.Cho mì Ý, thịt cua, hành tây, lòng trắng trứng và ngò rí vào tô, trộn đều với hỗn hợp xốt.
- Pha xốt: trộn đều 2M xốt Mayonnaise Aji-Mayo® với 1M kem tươi và 1/4m tiêu, 1/4m muối.
- Cho mì Ý, thịt cua, hành tây, lòng trắng trứng và ngò rí vào tô, trộn đều với hỗn hợp xốt.

🔹 Cách dùng:
- Gắp salad ra dĩa, rắc lòng đỏ trứng và ngó rí lên trên."
Bánh há cảo hoa hồng,https://monngonmoingay.com/wp-content/smush-webp/2015/08/IMG-3112-banh-ha-cao-hoa-hong.png.webp,https://www.youtube.com/watch?v=V87nHeBcKWM,https://monngonmoingay.com/banh-ha-cao-hoa-hong/,"Thịt nạc băm 100g.
Giò sống 30g.
Tôm tươi 50g.
Bột há cảo 200g.
Nấm mèo 3tai.
Hành tím băm 1m.
Hành lá, ngò rí, ớt tỉa hoa.
Lá chuối cắt tròn làm đế bánh Tiêu, tương ớt, dầu ăn.","🔹 Sơ chế:
- Tôm bóc vỏ, cắt hạt lựu.
- Nấm mèo ngâm mềm, cắt sợi.
- Hành lá cắt nhỏ.Làm nhân: Trộn đều thịt heo, giò sống với tôm, nấm, 1m mèo, 1m hành tím băm, hành lá xắc nhuyễn, nêm 1/3m tiêu và 1m hạt nêm Aji-ngon®, chia thành 16 viên.Pha bột: chừa lại 2M bột làm áo, cho lượng bột còn lại vào nồi, nêm 1/2m muối và 1/2m bột ngọt AJI-NO-MOTO®, thêm 1 chén nước ấm vào từ từ, khuấy cho bột tan đều, bắt lên bếp để lửa thật nhỏ, đến khi bột sánh và thấy nặng tay thì thêm 1m dầu ăn vào trộn đều.
- Đổ bột ra bàn, nhồi mịn rồi chia thành 16 viên.Xoa dầu vào tay, nắn bột dẹt ra, cho nhân vào, bao kín lại.
- Dùng kẹp hoa hồng đã nhúng dầu kẹp 3 cánh ở giữa trước, sau đó kẹp các cánh lớp ngoài sao cho các cánh xen kẽ xếp thành 3 lớp.
- Hành lá cắt nhỏ.
- Làm nhân: Trộn đều thịt heo, giò sống với tôm, nấm, 1m mèo, 1m hành tím băm, hành lá xắc nhuyễn, nêm 1/3m tiêu và 1m hạt nêm Aji-ngon®, chia thành 16 viên.
- Pha bột: chừa lại 2M bột làm áo, cho lượng bột còn lại vào nồi, nêm 1/2m muối và 1/2m bột ngọt AJI-NO-MOTO®, thêm 1 chén nước ấm vào từ từ, khuấy cho bột tan đều, bắt lên bếp để lửa thật nhỏ, đến khi bột sánh và thấy nặng tay thì thêm 1m dầu ăn vào trộn đều.
- Đổ bột ra bàn, nhồi mịn rồi chia thành 16 viên.
- Xoa dầu vào tay, nắn bột dẹt ra, cho nhân vào, bao kín lại.

🔹 Thực hiện:
- Xếp lá chuối vào nồi, sau đó xếp bánh vào hấp khoảng 5 phút thì xả hơi một lần, sau đó hấp tiếp khoảng 20 phút thì bánh chín.

🔹 Cách dùng:
- Xếp bánh hoa hồng ra dĩa, trang trí với ngò rí và ớt tỉa hoa, dùng nóng với tương ớt."
Nấm nấu thả,https://monngonmoingay.com/wp-content/smush-webp/2015/08/9.namnautha3.png.webp,https://www.youtube.com/watch?v=kdCvUyARzK8,https://monngonmoingay.com/nam-nau-tha/,"Má đùi gà 2 miếng 400g.
Tôm đất 200g.
Giò sống 150g.
Xương sườn gà 400g.
Nấm hương 50g.
Su hào 100g.
Cà rốt 100g.
Hành tây 30g.
Đậu Hà Lan trái 50g.
Bắp non nhỏ 50g.
Hành tím, rễ ngò, tôm khô.
Muối, tiêu, nước mắm.
Tiêu xanh, ngò rí, hành lá, ớt sừng.","🔹 Sơ chế:
- Nồi nước dùng: cho tôm khô đã rang vàng, củ hành nướng và xương sườn gà chần sơ qua nước sôi vào nồi nước lạnh nấu khoảng 30-60 phút.Thịt gà lóc bỏ xương, cắt miếng vuông 3cm, ướp với 1m bột ngọt AJI-NO-MOTO®, 1/2m tiêu, 1/2m muối và 1/2m hạt nêm Aji-ngon®, và 1m đầu hành băm, để thấm 15 phút rồi chiên sơ.Nấm hương ngâm trong nước gạo khoảng 2 giờ rồi rửa sạch, cắt bỏ chân nấm, luộc trong nước có nêm hạt nêm Aji-ngon®, vớt ra ép ráo nước.Giò sống ướp với 1m cọng ngò băm, 1m đầu hành lá băm.Đun sôi nước với 1m muối rồi cho tôm vào luộc chín, bóc vỏ.
- Hành tây cắt khoanh, su hào cắt miếng vuông, cà rốt tỉa hoa, cắt tròn.Thoa bột bắp vào lòng nấm, cho giò sống vào nấm vừa đầy, dùng bột bắp thoa lên giò cho láng mặt.
- Gắn con tôm lên trên giò như cái quai giỏ, gắn thêm hạt tiêu xanh hai bên.
- Nồi nước dùng: cho tôm khô đã rang vàng, củ hành nướng và xương sườn gà chần sơ qua nước sôi vào nồi nước lạnh nấu khoảng 30-60 phút.
- Thịt gà lóc bỏ xương, cắt miếng vuông 3cm, ướp với 1m bột ngọt AJI-NO-MOTO®, 1/2m tiêu, 1/2m muối và 1/2m hạt nêm Aji-ngon®, và 1m đầu hành băm, để thấm 15 phút rồi chiên sơ.
- Nấm hương ngâm trong nước gạo khoảng 2 giờ rồi rửa sạch, cắt bỏ chân nấm, luộc trong nước có nêm hạt nêm Aji-ngon®, vớt ra ép ráo nước.
- Giò sống ướp với 1m cọng ngò băm, 1m đầu hành lá băm.
- Đun sôi nước với 1m muối rồi cho tôm vào luộc chín, bóc vỏ.
- Hành tây cắt khoanh, su hào cắt miếng vuông, cà rốt tỉa hoa, cắt tròn.
- Thoa bột bắp vào lòng nấm, cho giò sống vào nấm vừa đầy, dùng bột bắp thoa lên giò cho láng mặt.

🔹 Thực hiện:
- Phi thơm hành tím băm, cho gà vào chiên chín, rồi cho nước dùng vào nấu cùng các loại rau củ và nấm vào.
- Đợi đến khi nước sôi lần nữa, cho tiếp đậu Hà Lan, hành tây xắt miếng vào, canh vừa sôi thì tắt bếp ngay.

🔹 Cách dùng:
- Múc món ăn ra tô, trang trí với 1 ít ngò rí lên trên.
- Khi ăn chấm với nước mắm nguyên chất và ớt cắt lát."
Gà nướng Teriyaki,https://monngonmoingay.com/wp-content/smush-webp/2015/08/6-BANH-MI-KEP-GA-NUONG-TERIYAKI.png.webp,https://www.youtube.com/watch?v=KqVTOa4eRf8,https://monngonmoingay.com/ga-nuong-teriyaki/,"Thịt gà má đùi 400g.
Bánh mì 4ổ.
Trái dưa leo 2trái.
Trái cà chua 2trái.
Xà lách 2cây.
Ngò rí, hành, tỏi băm.
Dầu ăn, rượu nếp, đường.","🔹 Sơ chế:
- Thịt gà lọc bỏ xương, ướp với 1m đường, 1m rượu nếp, 2M nước tương “Phú Sĩ” và 1M hành, tỏi băm, để thấm 10 phút.Xà lách, ngò rí rửa sạch, để ráo.
- Dưa leo, cà chua cắt lát dày khoảng 0,5cm.Pha nước xốt: cho 1/3 chén rượu, 2/3 chén đường, 1/2 chén nước lọc và 1/2 chén nước tương “Phú Sĩ” vào tô, khuấy tan đường.
- Thịt gà lọc bỏ xương, ướp với 1m đường, 1m rượu nếp, 2M nước tương “Phú Sĩ” và 1M hành, tỏi băm, để thấm 10 phút.
- Xà lách, ngò rí rửa sạch, để ráo.
- Dưa leo, cà chua cắt lát dày khoảng 0,5cm.
- Pha nước xốt: cho 1/3 chén rượu, 2/3 chén đường, 1/2 chén nước lọc và 1/2 chén nước tương “Phú Sĩ” vào tô, khuấy tan đường.

🔹 Thực hiện:
- Đun nóng dầu, cho thịt gà vào nướng áp chảo đến khi vàng đều hai mặt thì cho nước xốt vào.
- Đậy nắp, đun nhỏ lửa đến khi nước sền sệt thì tắt bếp.Lấy thịt gà ra, cắt miếng vừa ăn.
- Đậy nắp, đun nhỏ lửa đến khi nước sền sệt thì tắt bếp.
- Lấy thịt gà ra, cắt miếng vừa ăn.

🔹 Cách dùng:
- Xẻ dọc bánh mì, phết xốt Mayonnaise Aji-Mayo®vào hai mặt bên trong, sau đó xếp xà lách, cà chua, dưa leo, thịt gà và ngò rí vào.
- Cuối cùng cho xốt Mayonnaise Aji-Mayo®lên trên, kẹp lại."
Heo thấu,https://monngonmoingay.com/wp-content/smush-webp/2015/08/4.heothau1.png.webp,https://www.youtube.com/watch?v=CPUAClQUO90,https://monngonmoingay.com/heo-thau/,"Thịt ba chỉ 300g.
Khế chua 2trái.
Chuối chat non ngâm chua 3trái.
Ớt sừng 1trái.
Ớt hiểm 2trái.
Rau răm 30g.
Hành tím phi, tỏi, riềng, mè trắng, kiệu chua.
Rượu ngũ vị hương, mật ong.
Muối, đường, nước mắm, dầu ăn.","🔹 Sơ chế:
- Thịt heo luộc từ nước lạnh với 2 củ hành tím đập dập, 1m hạt nêm Aji-ngon® và 1m muối.
- Thịt chín vớt ra ngâm vào nước lạnh rối cắt sợi dài khoảng 5cm.Khế chua cắt sợi, ướp với ½ m đường, 1/2m muối để 10 phút rồi dùng khăn vải mùng vắt nhẹ cho bớt nước.Chuối vắt bớt nước, cắt miếng xéo vừa ăn.
- Ớt sừng, riềng cắt sợi.
- Kiệu chẻ nhỏ.
- Tỏi, ớt hiểm băm nhỏ.
- Rau răm rửa sạch, cắt nhỏ.
- Thịt chín vớt ra ngâm vào nước lạnh rối cắt sợi dài khoảng 5cm.
- Khế chua cắt sợi, ướp với ½ m đường, 1/2m muối để 10 phút rồi dùng khăn vải mùng vắt nhẹ cho bớt nước.
- Chuối vắt bớt nước, cắt miếng xéo vừa ăn.

🔹 Thực hiện:
- Pha nước trộn: trộn đều 2M giấm gạo lên men LISA® với 4M đường, 1M nước mắm, 1m bột ngọt AJI-NO-MOTO® và 2m tỏi, ớt băm.Trộn chung tất cả nguyên liệu với nước trộn, 1M mè rang, rau răm và 1M hành phi.
- Pha nước trộn: trộn đều 2M giấm gạo lên men LISA® với 4M đường, 1M nước mắm, 1m bột ngọt AJI-NO-MOTO® và 2m tỏi, ớt băm.
- Trộn chung tất cả nguyên liệu với nước trộn, 1M mè rang, rau răm và 1M hành phi.

🔹 Cách dùng:
- Cho món heo thấu ra đĩa, rắc thêm 1M mè rang và hành phi lên trên.
- Dọn kèm nước mắm chua ngọt và bánh tráng mè nướng."
Mì căn kho tiêu xanh,https://monngonmoingay.com/wp-content/smush-webp/2015/08/Mi-can_CQC5120.png.webp,https://www.youtube.com/watch?v=B4fhhTZntUg,https://monngonmoingay.com/mi-can-kho-tieu-xanh/,"Mì căn 300g.
Tiêu xanh 25g.
Nấm rơm 300g.
Thơm 1/ 4trái.
Poa-rô băm nhỏ 2M.
Gừng 15g.
Ớt sừng 1trái.
Sả băm 2M.
Nước dừa tươi 1trái.
Dầu ăn, dầu điều, tương ớt, muối, đường.","🔹 Sơ chế:
- Mì căn cắt lát xéo dày 1cm, ướp 1/2m muối, 2m hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1M nước tương “Phú Sĩ”, để 15 phút cho thấm gia vị.Tiêu xanh đập dập.
- Nấm rơm khía chữ thập trên đầu.
- Thơm cắt lát.
- Gừng và ớt sừng cắt hình thoi.
- Mì căn cắt lát xéo dày 1cm, ướp 1/2m muối, 2m hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1M nước tương “Phú Sĩ”, để 15 phút cho thấm gia vị.
- Tiêu xanh đập dập.

🔹 Thực hiện:
- Xào mì căn với dầu cho se mặt, cho poa-rô, sả và tiêu xanh vào xào thơm, cho tiếp nấm rơm vào xào, thêm 2M tương ớt, 1M dầu điều và nước dừa vào nấu sôi.
- Cho thơm, gừng, ớt vào kho lửa liu riu, nêm 1/2M hạt nêm Aji-ngon® từ nấm hương và hạt sen, 2M nước tương “Phú Sĩ”, kho đến khi các nguyên liệu chín và thấm vị, nước kho sánh lại, tắt lửa.

🔹 Cách dùng:
- Dùng nóng với cơm trắng."
